slno,vehicle_type,brand,model,engine_type,make_year,region,mileage_range,mileage,oil_filter,engine_oil,washer_plug_drain,dust_and_pollen_filter,whell_alignment_and_balancing,air_clean_filter,fuel_filter,spark_plug,brake_fluid,brake_and_clutch_oil,transmission_fluid,brake_pads,clutch,coolant,cost,vehicle_type_encoded
469,Car,honda,amaze,petrol,2017,chennai,80000,81362,1,1,1,0,0,1,1,1,0,1,0,0,0,0,5699,0
470,Car,honda,amaze,petrol,2017,chennai,80000,89237,1,1,1,0,0,1,1,1,0,0,0,0,0,0,5719,0
471,Car,honda,amaze,petrol,2017,chennai,80000,85322,1,1,1,0,0,1,1,1,0,0,0,0,0,0,5723,0
472,Car,honda,amaze,petrol,2017,chennai,80000,83842,1,1,1,0,0,1,1,1,0,0,0,0,0,0,5555,0
473,Car,honda,amaze,petrol,2017,chennai,80000,87322,1,1,1,0,0,1,1,1,0,0,0,0,0,0,5599,0
474,Car,honda,amaze,petrol,2017,chennai,80000,80469,1,1,1,0,0,1,1,1,0,0,0,0,0,0,5499,0
475,Car,honda,amaze,petrol,2017,chennai,100000,103723,1,1,1,0,0,1,0,0,1,0,1,0,0,0,3821,0
476,Car,honda,amaze,petrol,2017,chennai,100000,113244,1,1,1,0,0,0,0,0,1,0,1,0,0,0,3932,0
477,Car,honda,amaze,petrol,2017,chennai,100000,127229,1,1,1,0,0,0,0,0,1,0,1,0,0,0,3829,0
478,Car,honda,amaze,petrol,2017,chennai,100000,109931,1,1,1,0,0,0,0,0,0,0,1,0,0,0,3997,0
479,Car,honda,amaze,petrol,2017,chennai,100000,90327,1,1,1,0,0,0,0,0,0,0,0,0,1,0,3899,0
480,Car,honda,amaze,petrol,2017,chennai,100000,99323,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1800,0
481,Car,honda,amaze,petrol,2017,chennai,100000,93642,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1899,0
482,Car,honda,amaze,petrol,2017,chennai,100000,96482,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1820,0
483,Car,honda,jazz,diesel,2018,mumbai,10000,10923,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2000,0
484,Car,honda,jazz,diesel,2016,mumbai,10000,10438,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2348,0
485,Car,honda,jazz,diesel,2016,mumbai,10000,11004,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2449,0
486,Car,honda,jazz,diesel,2016,mumbai,10000,10078,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2399,0
487,Car,honda,jazz,diesel,2016,mumbai,10000,12001,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2389,0
488,Car,honda,jazz,diesel,2016,mumbai,10000,10003,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2310,0
489,Car,honda,jazz,diesel,2016,mumbai,10000,9800,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2379,0
490,Car,honda,jazz,diesel,2016,mumbai,10000,10302,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2369,0
491,Car,honda,jazz,diesel,2016,mumbai,10000,10288,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2399,0
492,Car,honda,jazz,diesel,2016,mumbai,10000,10003,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2469,0
493,Car,honda,jazz,diesel,2016,mumbai,10000,10200,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2400,0
494,Car,honda,jazz,diesel,2016,mumbai,10000,11328,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2349,0
495,Car,honda,jazz,diesel,2016,mumbai,10000,10327,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2700,0
496,Car,honda,jazz,diesel,2016,mumbai,10000,10374,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2689,0
497,Car,honda,jazz,diesel,2016,mumbai,10000,10211,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2694,0
498,Car,honda,jazz,diesel,2016,mumbai,10000,10232,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2800,0
499,Car,honda,jazz,diesel,2016,mumbai,10000,10978,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2749,0
500,Car,honda,jazz,diesel,2016,mumbai,10000,10759,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2973,0
501,Car,honda,jazz,diesel,2016,mumbai,10000,10659,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2900,0
502,Car,honda,jazz,diesel,2016,mumbai,10000,9038,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2949,0
503,Car,honda,jazz,diesel,2016,mumbai,10000,9021,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2899,0
504,Car,honda,jazz,diesel,2016,mumbai,20000,20978,1,1,1,0,1,0,0,0,0,0,0,0,0,0,6534,0
505,Car,honda,jazz,diesel,2016,mumbai,20000,20908,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6699,0
506,Car,honda,jazz,diesel,2016,mumbai,20000,21382,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6589,0
507,Car,honda,jazz,diesel,2016,mumbai,20000,19732,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6489,0
508,Car,honda,jazz,diesel,2016,mumbai,20000,20823,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6599,0
509,Car,honda,jazz,diesel,2016,mumbai,20000,20373,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6622,0
510,Car,honda,jazz,diesel,2016,mumbai,20000,20472,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6499,0
511,Car,honda,jazz,diesel,2016,mumbai,20000,19236,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6521,0
512,Car,honda,jazz,diesel,2016,mumbai,20000,20274,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6599,0
513,Car,honda,jazz,diesel,2016,mumbai,20000,20768,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6322,0
514,Car,honda,jazz,diesel,2016,mumbai,20000,21867,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6423,0
515,Car,honda,jazz,diesel,2016,mumbai,20000,21688,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6522,0
516,Car,honda,jazz,diesel,2016,mumbai,20000,20766,1,1,1,1,1,1,1,0,0,0,0,0,0,0,4500,0
517,Car,honda,jazz,diesel,2016,mumbai,20000,20987,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6859,0
518,Car,honda,jazz,diesel,2016,mumbai,20000,20243,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6849,0
519,Car,honda,jazz,diesel,2016,mumbai,20000,20657,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6900,0
520,Car,honda,jazz,diesel,2016,mumbai,20000,20124,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6888,0
521,Car,honda,jazz,diesel,2016,mumbai,20000,20870,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7110,0
522,Car,honda,jazz,diesel,2016,mumbai,20000,19076,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7100,0
523,Car,honda,jazz,diesel,2016,mumbai,20000,20475,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6999,0
524,Car,honda,jazz,diesel,2016,mumbai,30000,30867,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4600,0
525,Car,honda,jazz,diesel,2016,mumbai,30000,31820,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4599,0
526,Car,honda,jazz,diesel,2016,mumbai,30000,30317,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4589,0
527,Car,honda,jazz,diesel,2016,mumbai,30000,30328,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4579,0
528,Car,honda,jazz,diesel,2016,mumbai,30000,30372,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4569,0
529,Car,honda,jazz,diesel,2016,mumbai,30000,29633,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4559,0
530,Car,honda,jazz,diesel,2016,mumbai,30000,30286,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4579,0
531,Car,honda,jazz,diesel,2016,mumbai,30000,30382,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4584,0
532,Car,honda,jazz,diesel,2016,mumbai,30000,30211,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4597,0
533,Car,honda,jazz,diesel,2016,mumbai,30000,30783,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4573,0
534,Car,honda,jazz,diesel,2016,mumbai,30000,30463,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4586,0
535,Car,honda,jazz,diesel,2016,mumbai,30000,30463,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4588,0
536,Car,honda,jazz,diesel,2016,mumbai,30000,29625,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4647,0
537,Car,honda,jazz,diesel,2016,mumbai,30000,31833,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4732,0
538,Car,honda,jazz,diesel,2016,mumbai,30000,30172,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4523,0
539,Car,honda,jazz,diesel,2016,mumbai,30000,30132,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4723,0
540,Car,honda,jazz,diesel,2016,mumbai,30000,30342,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4622,0
541,Car,honda,jazz,diesel,2016,mumbai,30000,30435,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4629,0
542,Car,honda,jazz,diesel,2016,mumbai,30000,30980,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4583,0
543,Car,honda,jazz,diesel,2016,mumbai,30000,30437,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4479,0
544,Car,honda,jazz,diesel,2016,mumbai,30000,30766,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4480,0
545,Car,honda,jazz,diesel,2016,mumbai,30000,30647,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4830,0
546,Car,honda,jazz,diesel,2016,mumbai,30000,30142,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4428,0
547,Car,honda,jazz,diesel,2016,mumbai,30000,30544,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5099,0
548,Car,honda,jazz,diesel,2016,mumbai,30000,31243,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5100,0
549,Car,honda,jazz,diesel,2016,mumbai,30000,32292,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5149,0
550,Car,honda,jazz,diesel,2016,mumbai,30000,30438,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5200,0
551,Car,honda,jazz,diesel,2016,mumbai,30000,30897,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5199,0
552,Car,honda,jazz,diesel,2016,mumbai,30000,30573,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5299,0
553,Car,honda,jazz,diesel,2016,mumbai,30000,29473,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5289,0
554,Car,honda,jazz,diesel,2016,mumbai,30000,30437,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5249,0
555,Car,honda,jazz,diesel,2016,mumbai,30000,30987,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5399,0
556,Car,honda,jazz,diesel,2016,mumbai,30000,30909,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5310,0
557,Car,honda,jazz,diesel,2016,mumbai,30000,30829,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5329,0
558,Car,honda,jazz,diesel,2016,mumbai,30000,30121,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5392,0
559,Car,honda,jazz,diesel,2016,mumbai,30000,30980,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5374,0
560,Car,honda,jazz,diesel,2016,mumbai,30000,30012,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5399,0
561,Car,honda,jazz,diesel,2016,mumbai,30000,30282,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5248,0
562,Car,honda,jazz,diesel,2016,mumbai,30000,30382,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5149,0
563,Car,honda,jazz,diesel,2016,mumbai,30000,30238,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5374,0
564,Car,honda,jazz,diesel,2016,mumbai,40000,40976,1,1,1,1,0,1,1,0,0,0,0,1,0,0,6534,0
565,Car,honda,jazz,diesel,2016,mumbai,40000,40733,1,1,1,1,0,1,1,0,0,0,0,1,0,0,6699,0
566,Car,honda,jazz,diesel,2016,mumbai,40000,41382,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6589,0
567,Car,honda,jazz,diesel,2016,mumbai,40000,40289,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6489,0
568,Car,honda,jazz,diesel,2016,mumbai,40000,39236,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6599,0
569,Car,honda,jazz,diesel,2016,mumbai,40000,40722,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6622,0
570,Car,honda,jazz,diesel,2016,mumbai,40000,40283,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6499,0
571,Car,honda,jazz,diesel,2016,mumbai,40000,40287,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6521,0
572,Car,honda,jazz,diesel,2016,mumbai,40000,39723,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6599,0
573,Car,honda,jazz,diesel,2016,mumbai,40000,41372,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6322,0
574,Car,honda,jazz,diesel,2016,mumbai,40000,40282,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6423,0
575,Car,honda,jazz,diesel,2016,mumbai,40000,40483,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6522,0
576,Car,honda,jazz,diesel,2016,mumbai,40000,40984,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6500,0
577,Car,honda,jazz,diesel,2016,mumbai,40000,40932,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6859,0
578,Car,honda,jazz,diesel,2016,mumbai,40000,40282,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6849,0
579,Car,honda,jazz,diesel,2016,mumbai,40000,40221,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6900,0
580,Car,honda,jazz,diesel,2016,mumbai,40000,40899,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6888,0
581,Car,honda,jazz,diesel,2016,mumbai,40000,40382,1,1,1,1,1,1,1,0,0,0,0,1,0,0,7110,0
582,Car,honda,jazz,diesel,2016,mumbai,40000,39023,1,1,1,1,1,1,1,0,0,0,0,1,0,0,7100,0
583,Car,honda,jazz,diesel,2016,mumbai,40000,41383,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6999,0
584,Car,honda,jazz,diesel,2016,mumbai,50000,50978,1,1,1,0,1,0,0,0,0,0,0,0,0,0,5348,0
585,Car,honda,jazz,diesel,2016,mumbai,50000,50722,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5449,0
586,Car,honda,jazz,diesel,2016,mumbai,50000,50236,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5399,0
587,Car,honda,jazz,diesel,2016,mumbai,50000,50673,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5389,0
588,Car,honda,jazz,diesel,2016,mumbai,50000,50892,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5310,0
589,Car,honda,jazz,diesel,2016,mumbai,50000,51427,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5379,0
590,Car,honda,jazz,diesel,2016,mumbai,50000,50237,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5369,0
591,Car,honda,jazz,diesel,2016,mumbai,50000,49622,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5399,0
592,Car,honda,jazz,diesel,2016,mumbai,50000,49263,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5469,0
593,Car,honda,jazz,diesel,2016,mumbai,50000,50268,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5400,0
594,Car,honda,jazz,diesel,2016,mumbai,50000,51452,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5349,0
595,Car,honda,jazz,diesel,2016,mumbai,50000,50348,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5700,0
596,Car,honda,jazz,diesel,2016,mumbai,50000,50888,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5689,0
597,Car,honda,jazz,diesel,2016,mumbai,50000,50232,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5694,0
598,Car,honda,jazz,diesel,2016,mumbai,50000,50900,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5310,0
599,Car,honda,jazz,diesel,2016,mumbai,50000,50322,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5379,0
600,Car,honda,jazz,diesel,2016,mumbai,50000,50348,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5369,0
601,Car,honda,jazz,diesel,2016,mumbai,50000,50922,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5399,0
602,Car,honda,jazz,diesel,2016,mumbai,50000,50379,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5377,0
603,Car,honda,jazz,diesel,2016,mumbai,50000,50242,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5365,0
604,Car,honda,jazz,diesel,2016,mumbai,60000,60987,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9020,0
605,Car,honda,jazz,diesel,2016,mumbai,60000,60383,1,1,1,1,0,1,1,0,1,0,1,1,1,0,9999,0
606,Car,honda,jazz,diesel,2016,mumbai,60000,60332,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9000,0
607,Car,honda,jazz,diesel,2016,mumbai,60000,60427,1,1,1,1,0,1,1,0,1,0,1,1,1,0,9428,0
608,Car,honda,jazz,diesel,2016,mumbai,60000,60349,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9247,0
609,Car,honda,jazz,diesel,2016,mumbai,60000,60374,1,1,1,1,1,1,1,0,1,0,1,0,1,0,9373,0
610,Car,honda,jazz,diesel,2016,mumbai,60000,59993,1,1,1,1,1,1,1,0,1,0,1,0,1,0,9473,0
611,Car,honda,jazz,diesel,2016,mumbai,60000,61379,1,1,1,1,1,1,1,0,1,0,1,0,1,0,9211,0
612,Car,honda,jazz,diesel,2016,mumbai,60000,60342,1,1,1,1,1,1,1,0,1,0,1,0,1,0,9088,0
613,Car,honda,jazz,diesel,2016,mumbai,60000,60930,1,1,1,1,1,1,1,0,1,0,1,0,1,0,9099,0
614,Car,honda,jazz,diesel,2016,mumbai,60000,60432,1,1,1,1,1,1,1,0,1,0,1,0,1,0,9438,0
615,Car,honda,jazz,diesel,2016,mumbai,60000,60465,1,1,1,1,1,1,1,0,1,0,1,0,1,0,9237,0
616,Car,honda,jazz,diesel,2016,mumbai,60000,60765,1,1,1,1,1,1,1,0,1,0,1,0,1,0,9236,0
617,Car,honda,jazz,diesel,2016,mumbai,60000,59433,1,1,1,1,1,1,1,0,1,0,1,1,1,0,9797,0
618,Car,honda,jazz,diesel,2016,mumbai,60000,60875,1,1,1,1,1,1,1,0,1,0,1,1,1,0,9933,0
619,Car,honda,jazz,diesel,2016,mumbai,60000,60080,1,1,1,1,1,1,1,0,1,0,1,1,1,0,9893,0
620,Car,honda,jazz,diesel,2016,mumbai,60000,60909,1,1,1,1,1,1,1,0,1,0,1,1,1,0,9693,0
621,Car,honda,jazz,diesel,2016,mumbai,60000,60223,1,1,1,1,1,1,1,0,1,0,1,1,1,0,9743,0
622,Car,honda,jazz,diesel,2016,mumbai,60000,59343,1,1,1,1,1,1,1,0,1,0,1,0,1,0,9232,0
623,Car,honda,jazz,diesel,2016,mumbai,60000,60433,1,1,1,1,1,1,1,0,1,0,1,0,1,0,9138,0
624,Car,honda,jazz,diesel,2016,mumbai,70000,70435,1,1,1,0,1,0,0,0,1,0,1,0,0,0,4700,0
625,Car,honda,jazz,diesel,2016,mumbai,70000,70976,1,1,1,0,1,0,0,0,1,0,0,0,0,0,4689,0
626,Car,honda,jazz,diesel,2016,mumbai,70000,71253,1,1,1,0,1,0,0,0,1,0,0,0,0,0,4694,0
627,Car,honda,jazz,diesel,2016,mumbai,70000,70311,1,1,1,0,1,0,0,0,1,0,0,0,0,0,4843,0
628,Car,honda,jazz,diesel,2016,mumbai,70000,70789,1,1,1,0,1,0,0,0,1,0,0,0,0,0,4654,0
629,Car,honda,jazz,diesel,2016,mumbai,70000,70098,1,1,1,0,0,0,0,0,1,0,0,0,0,0,4743,0
630,Car,honda,jazz,diesel,2016,mumbai,70000,69432,1,1,1,0,0,0,0,0,1,0,0,0,0,0,4545,0
631,Car,honda,jazz,diesel,2016,mumbai,70000,70894,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4846,0
632,Car,honda,jazz,diesel,2016,mumbai,70000,70753,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4535,0
633,Car,honda,jazz,diesel,2016,mumbai,70000,70756,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4989,0
634,Car,honda,jazz,diesel,2016,mumbai,70000,70432,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5033,0
635,Car,honda,jazz,diesel,2016,mumbai,70000,69422,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4183,0
636,Car,honda,jazz,diesel,2016,mumbai,70000,70438,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5000,0
637,Car,honda,jazz,diesel,2016,mumbai,70000,70233,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4889,0
638,Car,honda,jazz,diesel,2016,mumbai,70000,70499,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4999,0
639,Car,honda,jazz,diesel,2016,mumbai,70000,70824,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4100,0
640,Car,honda,jazz,diesel,2016,mumbai,70000,73283,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4120,0
641,Car,honda,jazz,diesel,2016,mumbai,70000,71938,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4199,0
642,Car,honda,jazz,diesel,2016,mumbai,70000,70438,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4180,0
643,Car,honda,jazz,diesel,2016,mumbai,80000,82078,1,1,1,1,1,1,1,0,0,0,0,0,0,0,4200,0
644,Car,honda,jazz,diesel,2016,mumbai,80000,84473,1,1,1,1,0,1,1,0,0,0,0,0,0,0,5200,0
645,Car,honda,jazz,diesel,2016,mumbai,80000,85743,1,1,1,1,0,1,1,0,0,0,0,0,0,0,5199,0
646,Car,honda,jazz,diesel,2016,mumbai,80000,85739,1,1,1,1,0,1,1,0,0,0,0,0,0,0,5299,0
647,Car,honda,jazz,diesel,2016,mumbai,80000,86839,1,1,1,1,0,1,1,0,0,0,0,0,0,0,5289,0
648,Car,honda,jazz,diesel,2016,mumbai,80000,87347,1,1,1,1,0,1,1,0,0,0,0,0,0,0,5249,0
649,Car,honda,jazz,diesel,2016,mumbai,80000,88347,1,1,1,1,0,1,1,0,0,0,0,0,0,0,5399,0
650,Car,honda,jazz,diesel,2016,mumbai,80000,90382,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5310,0
651,Car,honda,jazz,diesel,2016,mumbai,100000,99442,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5329,0
652,Car,honda,jazz,diesel,2016,mumbai,100000,94632,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5392,0
653,Car,honda,jazz,diesel,2016,mumbai,100000,93648,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5437,0
654,Car,honda,jazz,diesel,2016,mumbai,100000,103382,1,1,1,0,1,0,0,0,0,0,0,0,0,0,5382,0
655,Car,honda,jazz,diesel,2016,mumbai,100000,118310,1,1,1,0,1,0,0,0,0,0,0,0,0,1,6283,0
656,Car,honda,jazz,diesel,2016,mumbai,100000,128320,1,1,1,0,1,0,0,0,0,0,0,0,0,1,6239,0
657,Car,honda,jazz,diesel,2016,mumbai,100000,103832,1,1,1,0,1,0,0,0,0,0,0,0,0,1,6249,0
658,Car,honda,jazz,diesel,2016,mumbai,100000,118292,1,1,1,0,1,0,0,0,0,0,0,0,0,1,6240,0
659,Car,honda,jazz,diesel,2016,mumbai,100000,121921,1,1,1,0,1,0,0,0,0,0,0,0,0,1,6334,0
660,Car,honda,jazz,diesel,2016,mumbai,100000,112833,1,1,1,0,1,0,0,0,0,0,0,0,0,1,6132,0
661,Car,honda,jazz,diesel,2016,mumbai,100000,103337,1,1,1,0,1,0,0,0,0,0,0,0,0,1,6184,0
662,Car,honda,jazz,diesel,2016,mumbai,100000,133892,1,1,1,0,0,0,0,0,0,0,0,0,0,1,6347,0
663,Car,honda,jazz,diesel,2016,mumbai,100000,103737,1,1,1,0,1,0,0,0,0,0,0,0,0,1,6237,0
664,Car,honda,city,petrol,2017,chennai,10000,10022,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1319,0
665,Car,honda,city,petrol,2017,chennai,10000,10897,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1798,0
666,Car,honda,city,petrol,2017,chennai,10000,10732,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1673,0
667,Car,honda,city,petrol,2017,chennai,10000,10988,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1239,0
668,Car,honda,city,petrol,2017,chennai,10000,10321,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1352,0
669,Car,honda,city,petrol,2017,chennai,10000,10978,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1436,0
670,Car,honda,city,petrol,2017,chennai,10000,9032,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1234,0
671,Car,honda,city,petrol,2017,chennai,10000,10344,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1462,0
672,Car,honda,city,petrol,2017,chennai,10000,10654,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1326,0
673,Car,honda,city,petrol,2017,chennai,10000,11763,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1235,0
674,Car,honda,city,petrol,2017,chennai,10000,10893,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1426,0
675,Car,honda,city,petrol,2017,chennai,10000,10322,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1734,0
676,Car,honda,city,petrol,2017,chennai,10000,11345,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1423,0
677,Car,honda,city,petrol,2017,chennai,10000,9831,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1324,0
678,Car,honda,city,petrol,2017,chennai,10000,10238,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1523,0
679,Car,honda,city,petrol,2017,chennai,10000,10980,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1452,0
680,Car,honda,city,petrol,2017,chennai,10000,10326,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1220,0
681,Car,honda,city,petrol,2017,chennai,10000,10322,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1299,0
682,Car,honda,city,petrol,2017,chennai,10000,11753,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1099,0
683,Car,honda,city,petrol,2017,chennai,10000,10926,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1209,0
684,Car,honda,city,petrol,2017,chennai,20000,20785,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2099,0
685,Car,honda,city,petrol,2017,chennai,20000,20634,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2100,0
686,Car,honda,city,petrol,2017,chennai,20000,20924,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2199,0
687,Car,honda,city,petrol,2017,chennai,20000,20213,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2089,0
688,Car,honda,city,petrol,2017,chennai,20000,20132,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2173,0
689,Car,honda,city,petrol,2017,chennai,20000,20656,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2132,0
